5,2,1702631455300,100
21,2,1702631454520,150
2,1,1702631453440,625
4,2,1702631454690,100
22,2,1702631455170,150
29,2,1702631455320,150
22,1,1702631455180,2167
10,1,1702631455480,100
23,2,1702631455810,150
2,2,1702631455420,625
12,2,1702631456350,200
32,2,1702631456660,150
6,1,1702631455850,625
13,2,1702631456820,200
6,2,1702631455910,100
51,2,1702631454950,625
7,2,1702631456530,100
7,1,1702631456540,500
31,2,1702631456210,200
52,2,1702631455530,625
13,1,1702631456880,100
3,1,1702631456260,3334
24,1,1702631456490,2167
12,1,1702631456410,100
5,2,1702631456840,400
24,2,1702631456480,150
30,2,1702631455750,150
8,1,1702631457000,625
17,1,1702631431710,500
14,1,1702631457210,100
25,1,1702631457140,2167
35,2,1702631458010,150
54,1,1702631456690,3334
53,2,1702631456090,625
25,2,1702631457100,150
4,2,1702631456360,450
14,2,1702631457280,200
33,2,1702631457100,150
34,2,1702631457470,150
15,2,1702631457740,200
17,1,1702631432550,450
16,1,1702631458150,100
36,2,1702631458460,150
26,1,1702631457790,2167
22,2,1702631458460,100
10,1,1702631458270,625
5,2,1702631457370,200
27,1,1702631458440,1000
8,2,1702631457130,100
17,2,1702631458680,200
56,2,1702631457810,500
37,2,1702631458910,150
16,2,1702631458220,200
1,2,1702631458610,300
6,1,1702631458010,3334
23,2,1702631458920,100
27,2,1702631458420,150
17,1,1702631434160,625
55,2,1702631457230,500
57,2,1702631458380,500
19,2,1702631459610,200
2,2,1702631459120,300
17,1,1702631435610,4500
12,2,1702631459530,100
20,2,1702631460070,200
38,2,1702631459380,200
7,2,1702631457800,350
3,2,1702631459630,300
28,2,1702631459100,150
6,2,1702631457310,350
12,1,1702631459470,625
18,2,1702631459140,200
4,2,1702631460120,300
39,2,1702631459800,200
29,2,1702631459760,150
10,2,1702631458350,100
59,2,1702631459530,450
58,2,1702631458940,500
28,1,1702631459110,2167
18,1,1702631459100,100
13,1,1702631460150,625
40,2,1702631460300,150
8,1,1702631459110,3334
13,2,1702631460170,100
58,1,1702631458920,4500
59,1,1702631459550,4500
30,2,1702631460410,150
26,2,1702631457780,150
25,2,1702631459870,100
22,2,1702631460980,250
21,2,1702631460520,200
24,2,1702631459400,100
14,1,1702631460540,750
7,2,1702631458570,250
10,2,1702631459230,450
5,2,1702631460630,300
41,2,1702631460750,150
7,1,1702631458580,3334
17,1,1702631437430,100
42,2,1702631461200,150
26,2,1702631460330,100
15,2,1702631461550,625
61,2,1702631460690,450
32,2,1702631461740,150
10,1,1702631460340,3334
14,2,1702631461090,625
24,1,1702631461960,100
10,2,1702631460310,250
16,2,1702631462030,625
31,1,1702631461090,2167
27,2,1702631460800,100
31,2,1702631461090,150
23,2,1702631461440,250
30,1,1702631460430,2167
22,1,1702631461040,100
2,2,1702631462260,200
44,2,1702631462120,150
17,1,1702631438210,750
62,2,1702631461260,450
43,2,1702631461670,150
3,2,1702631462770,200
12,1,1702631461500,3334
25,1,1702631462420,100
63,1,1702631461870,4500
25,2,1702631462350,250
17,2,1702631462490,625
63,2,1702631461860,450
30,2,1702631462220,100
46,2,1702631463140,150
34,1,1702631463090,2167
26,1,1702631462870,100
26,2,1702631462810,250
14,2,1702631462640,250
19,2,1702631463410,625
45,2,1702631462690,200
33,2,1702631462400,150
34,2,1702631463050,150
27,1,1702631463320,100
16,1,1702631461760,750
13,2,1702631460620,625
12,2,1702631460150,625
28,1,1702631463780,100
20,2,1702631463870,500
4,2,1702631463300,200
31,2,1702631462690,100
18,1,1702631462990,875
64,2,1702631462450,500
27,2,1702631463260,250
35,2,1702631463760,150
48,2,1702631464070,150
14,1,1702631462520,3334
10,2,1702631463150,300
15,2,1702631463210,200
13,1,1702631462080,3334
47,2,1702631463610,150
35,2,1702631464570,100
22,2,1702631464780,625
66,1,1702631463650,4500
28,2,1702631463730,250
21,2,1702631464330,500
16,1,1702631463690,3334
24,2,1702631461900,250
34,2,1702631464100,100
65,2,1702631463020,500
32,2,1702631463150,100
49,2,1702631464530,150
36,2,1702631464390,150
66,2,1702631463620,500
17,1,1702631439120,625
14,2,1702631465150,250
30,2,1702631464630,200
50,2,1702631464980,150
20,2,1702631464390,100
23,2,1702631465240,500
16,2,1702631463800,250
31,1,1702631465160,100
37,2,1702631465540,150
37,1,1702631465100,2167
67,2,1702631464210,625
51,2,1702631465440,150
30,1,1702631464700,100
31,2,1702631465110,250
18,2,1702631464940,250
36,1,1702631464420,2167
36,2,1702631465050,150
22,2,1702631465560,100
68,1,1702631464830,4500
7,2,1702631464840,250
17,1,1702631439480,200
15,2,1702631465650,250
17,2,1702631464380,250
34,1,1702631466540,100
38,2,1702631466020,200
23,2,1702631466200,100
16,2,1702631466160,250
35,2,1702631466950,250
34,2,1702631466500,250
33,2,1702631463620,100
39,2,1702631466440,250
19,2,1702631465530,250
39,1,1702631466440,2167
17,1,1702631440190,750
6,2,1702631461130,300
53,2,1702631466350,150
38,1,1702631465770,1000
22,1,1702631465540,625
18,1,1702631464870,3334
68,2,1702631464800,625
25,2,1702631466170,400
69,2,1702631465400,500
36,2,1702631467410,250
35,1,1702631467010,100
20,2,1702631466080,250
17,1,1702631441190,750
52,2,1702631465900,150
13,2,1702631462050,250
71,2,1702631466600,500
37,1,1702631467940,100
10,2,1702631466360,250
40,2,1702631466920,200
25,1,1702631467480,625
55,2,1702631467280,100
18,2,1702631467140,250
21,2,1702631465010,100
25,2,1702631467220,100
14,2,1702631468330,250
32,2,1702631465540,200
39,1,1702631468870,100
70,1,1702631466030,4500
20,2,1702631468140,300
42,2,1702631467950,200
27,2,1702631467110,300
28,2,1702631467570,250
12,2,1702631461470,200
26,2,1702631466640,350
24,2,1702631465710,500
37,2,1702631467880,250
57,2,1702631468190,150
30,2,1702631468500,200
